index	prediction
836	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
837	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
838	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
839	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
840	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
841	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
842	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
843	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
844	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
845	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
846	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
847	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
848	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
849	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
850	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
851	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
852	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
853	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
854	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)']
855	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
856	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
857	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
858	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
859	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
860	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
861	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
862	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
863	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
864	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
865	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
866	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
867	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
868	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
869	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
870	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
871	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
872	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
873	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
874	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
875	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
876	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
877	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
878	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
879	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
880	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
881	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
882	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
883	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
884	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
885	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
886	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
887	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
888	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
889	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
890	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
891	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
892	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
893	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
894	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
895	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
896	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
897	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
898	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)', 'Has Population Size']
899	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
900	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
901	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
902	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
903	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
904	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
905	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
906	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
907	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
908	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
909	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
910	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
911	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
912	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
913	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
914	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
915	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
916	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
917	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
918	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
919	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
920	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
921	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
922	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
923	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
924	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
925	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
926	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
927	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
928	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
929	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
930	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
931	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
932	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
933	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
934	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
935	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
936	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
937	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
938	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
939	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
940	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
941	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
942	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
943	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
944	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
945	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
946	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
947	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
948	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
949	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
950	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
951	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
952	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
953	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
954	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
955	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
956	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
957	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
958	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
959	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
960	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
961	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
962	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
963	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
964	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
965	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
966	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
967	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
968	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
969	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
970	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Study Drug(s)', 'Has Population Size']
971	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
972	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
973	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
974	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
975	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
976	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
977	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
978	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
979	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
980	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
981	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
982	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
983	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
984	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
985	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
986	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
987	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
988	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
989	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
990	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
991	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
992	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
993	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
994	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
995	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
996	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
997	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
